💥4GTV频道｜测试,#genre#
台灣戲劇,https://iptv.vip-tptv.xyz/litv.php?id=litv-longturn22
三立綜藝,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv006
時尚運動,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv014
台灣客家,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv043
靖天卡通,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv044
非凡商業,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv048
古典音樂,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv059
國會頻道2,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv085
愛放,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv15
好消息2,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv17
音樂頻道,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv059



💝Live-AKTV,#genre#
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,http://litv.zapi.us.kg/?id=-010
TVBS新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
TVBS新聞台,http://litv.zapi.us.kg/?id=-072
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080
TVBS亞洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
中旺電視,http://38.64.72.148:80/hls/modn/list/4010/playlist.m3u8
東森新聞美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲,http://38.64.72.148/hls/modn/list/2016/chunklist0.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森超視34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
東森新聞美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
民視新聞台_635,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞台_636,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台視新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
台視新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
華視新聞,http://37.27.111.214:8080/live/8/hls.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091
中視,http://37.27.111.214:8080/live/7/hls.m3u8
中視,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
華視,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
華視,rtmp://f13h.mine.nu/sat/tv111
華視,http://37.27.111.214:8080/live/8/hls.m3u8
華視,http://37.27.111.214:8080/live/8/hls.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
八大綜合台,http://61.221.215.25:8800/hls/56/index.m3u8
八大戲劇台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
中華小當家,http://61.221.215.25:8800/hls/40/index.m3u8
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8
AMC電影台,http://61.221.215.25:8800/hls/43/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精采,http://61.221.215.25:8800/hls/48/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
音樂欣賞1,http://61.221.215.25:8800/hls/49/index.m3u8
音樂欣賞2,http://61.221.215.25:8800/hls/58/index.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
博斯運動1,http://37.27.111.214:8080/live/14/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
龍華電影,http://37.27.111.214:8080/live/19/hls.m3u8
CINEMA WORLD,http://37.27.111.214:8080/live/30/hls.m3u8
CinemaWorld,http://37.27.111.214:8080/live/30/hls.m3u8
豬哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
亞洲旅遊,http://37.27.111.214:8080/live/10/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
LIFE TIME,http://37.27.111.214:8080/live/71/hls.m3u8
環宇娛樂,http://61.10.2.145/live_freedirect/freehd209_h.live/chunklist.m3u8
大愛,http://pulltv1.wanfudaluye.com/live/tv1.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
大愛2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大愛2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
緯來體育,rtmp://f13h.mine.nu/sat/tv721
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來日本,rtmp://f13h.mine.nu/sat/tv771
東森超視,rtmp://f13h.mine.nu/sat/tv331
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741
華語電視1,http://38.64.72.148:80/hls/modn/list/4002/playlist.m3u8
華語電視2,http://38.64.72.148:80/hls/modn/list/4003/playlist.m3u8
FOCUS,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲衛視,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
亞洲旅遊台,http://37.27.111.214:8080/live/10/hls.m3u8
大立電視台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
GOODTV好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
GOOD2,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch2-2.m3u8
探索頻道,http://61.221.215.25:8800/hls/1/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
東森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
蕃薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
生命電視,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
大立DALI,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
好萊塢電影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
AXN,http://aktv.top/AKTV/live/aktv2/axn/AKTV.m3u8
i-Fun 動漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv2/lovenaturehd/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
Now爆谷台,http://aktv.top/AKTV/live/aktv2/now-1/AKTV.m3u8


💝litv241127,#genre#
TVBS新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
TVBS新聞台,http://litv.zapi.us.kg/?id=-072
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,http://litv.zapi.us.kg/?id=-010
非凡新聞,http://litv.zapi.us.kg/?id=-010
東森新聞,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
東森新聞,http://litv.zapi.us.kg/?id=-152
鏡新聞,http://litv.zapi.us.kg/?id=-075
民視新聞,http://litv.zapi.us.kg/?id=litv-ftv13
中視新聞,http://litv.zapi.us.kg/?id=-074
華視新聞,http://litv.zapi.us.kg/?id=-052
民視閩南,http://litv.zapi.us.kg/?id=-002#http://litv.zapi.us.kg/?id=-155#http://litv.zapi.us.kg/?id=-155
中視閩南,http://litv.zapi.us.kg/?id=-040
華視閩南,http://litv.zapi.us.kg/?id=-041
台視閩南,http://litv.zapi.us.kg/?id=-066
寰宇閩南,http://litv.zapi.us.kg/?id=litv-longturn15
tvbs閩南,http://litv.zapi.us.kg/?id=-073
民視台灣,http://litv.zapi.us.kg/?id=-001#http://litv.zapi.us.kg/?id=-156#http://litv.zapi.us.kg/?id=-156
民視第一,http://litv.zapi.us.kg/?id=-003
民視旅遊,http://litv.zapi.us.kg/?id=litv-ftv07
民視綜藝,http://litv.zapi.us.kg/?id=-004
中視菁采,http://litv.zapi.us.kg/?id=-064
中視經典,http://litv.zapi.us.kg/?id=-080
台視財經,http://litv.zapi.us.kg/?id=-056
公視戲劇,http://litv.zapi.us.kg/?id=-042
閩南戲劇,http://litv.zapi.us.kg/?id=litv-longturn22
國際財經,http://litv.zapi.us.kg/?id=-104
東森財經,http://litv.zapi.us.kg/?id=-153
tvbs精采,http://litv.zapi.us.kg/?id=-067
tvbs歡樂,http://litv.zapi.us.kg/?id=-068
三立都會頻道,http://211.72.65.236:8522/http/61.67.128.137:8081/hls/65/807/ch19.m3u8
東森綜合頻道,http://211.72.65.236:8524/http/61.67.128.137:8081/hls/63/805/ch12.m3u8
龍華日韓劇台,http://211.72.65.236:8550/http/61.67.128.137:8068/hls/12/80/cstv12.m3u8
八大精彩,http://litv.zapi.us.kg/?id=-034
八大綜藝,http://litv.zapi.us.kg/?id=-039
愛達娛樂,http://litv.zapi.us.kg/?id=-070
靖洋戲劇,http://litv.zapi.us.kg/?id=-045
靖洋卡通,http://litv.zapi.us.kg/?id=-057
靖天卡通,http://litv.zapi.us.kg/?id=-044
靖天綜合,http://litv.zapi.us.kg/?id=-046
靖天日本,http://litv.zapi.us.kg/?id=-047
靖天歡樂,http://litv.zapi.us.kg/?id=-054
靖天映畫,http://litv.zapi.us.kg/?id=-055
靖天戲劇,http://litv.zapi.us.kg/?id=-058
靖天電影,http://litv.zapi.us.kg/?id=-061
靖天育樂,http://litv.zapi.us.kg/?id=-062
靖天國際,http://litv.zapi.us.kg/?id=-063
靖天資訊,http://litv.zapi.us.kg/?id=-065
龍華卡通,http://litv.zapi.us.kg/?id=litv-longturn01
龍華日韓,http://litv.zapi.us.kg/?id=litv-longturn11
龍華偶像,http://litv.zapi.us.kg/?id=litv-longturn12
龍華電影,http://litv.zapi.us.kg/?id=litv-longturn03
龍華戲劇,http://litv.zapi.us.kg/?id=litv-longturn18
龍華經典,http://litv.zapi.us.kg/?id=litv-longturn21
國會頻壹,http://litv.zapi.us.kg/?id=-084
國會頻貳,http://litv.zapi.us.kg/?id=-085
好消息壹,http://litv.zapi.us.kg/?id=litv-ftv16
好消息貳,http://litv.zapi.us.kg/?id=litv-ftv17
博斯魅力,http://litv.zapi.us.kg/?id=litv-longturn04
博斯網球,http://litv.zapi.us.kg/?id=litv-longturn09
博高球壹,http://litv.zapi.us.kg/?id=litv-longturn05
博高球貳,http://litv.zapi.us.kg/?id=litv-longturn06
博運動壹,http://litv.zapi.us.kg/?id=litv-longturn07
博運動貳,http://litv.zapi.us.kg/?id=litv-longturn08
博無限壹,http://litv.zapi.us.kg/?id=litv-longturn10
博無限貳,http://litv.zapi.us.kg/?id=litv-longturn13
阿里郎台,http://litv.zapi.us.kg/?id=-079
達文西台,http://litv.zapi.us.kg/?id=-018
豬哥亮廳,http://litv.zapi.us.kg/?id=-006
亞洲旅遊,http://litv.zapi.us.kg/?id=litv-longturn17
半島新聞,http://litv.zapi.us.kg/?id=litv-ftv10
非凡商業,http://litv.zapi.us.kg/?id=-048
第壹商業,http://litv.zapi.us.kg/?id=-109
愛放動漫,http://litv.zapi.us.kg/?id=litv-ftv15
古典音樂,http://litv.zapi.us.kg/?id=-059
客家電視,http://litv.zapi.us.kg/?id=-043
華仁紀實,http://litv.zapi.us.kg/?id=-013
時尚運動,http://litv.zapi.us.kg/?id=-014
生活英語,http://litv.zapi.us.kg/?id=litv-longturn20
采昌影劇,http://litv.zapi.us.kg/?id=-049
數位電影,http://litv.zapi.us.kg/?id=-011
Amc電影,http://litv.zapi.us.kg/?id=-017
CAT電影,http://litv.zapi.us.kg/?id=-076
TRA體育,http://litv.zapi.us.kg/?id=-077
SMArt台,http://litv.zapi.us.kg/?id=litv-longturn19
GLO-Bet,http://litv.zapi.us.kg/?id=-016
TRACEU,http://litv.zapi.us.kg/?id=-082
MEZZOl,http://litv.zapi.us.kg/?id=-083
Ginx_TV,http://litv.zapi.us.kg/?id=-053
Amc電影頻道,http://211.72.65.236:8583/http/61.67.128.137:8092/upload/115/AMC_TS-1111_1.m3u8


💝litv.zapi,#genre#
TVBS新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
TVBS新聞台,http://litv.zapi.us.kg/?id=-072
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,http://litv.zapi.us.kg/?id=-010
東森新聞,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
東森新聞,http://litv.zapi.us.kg/?id=-152#https://litv.zapi.us.kg/?id=-152#http://www.terrykang.xyz:35455/youtube/S5WOGu2HSes#http://www.terrykang.xyz:35455/youtube/S5WOGu2HSes#http://www.terrykang.xyz:35455/youtube/S5WOGu2HSes#http://www.terrykang.xyz:35455/youtube/S5WOGu2HSes
鏡新聞,https://litv.zapi.us.kg/?id=-075
鏡新聞,http://litv.zapi.us.kg/?id=-075
民視新聞,http://litv.zapi.us.kg/?id=litv-ftv13#https://epg.pw/stream/357581cc08ace7ef32a04c9c53578fe9906e137989e1f5e0355395f7a3ae8e37.m3u8#https://epg.pw/stream/1d469cbfb06b06cde4dc59c21272a4e6da364621e97513d03523c96d0c7afe1e.m3u8#https://epg.pw/stream/75e14c76b6bf52ae5f96e83d07ea3b69008f6b017d18a395b6c6346ef60bcb27.m3u8#https://epg.pw/stream/0a9b2611d6fd15d90be0ec3144d0b783dd45a65ac7a15d2e85dd93860170b1af.m3u8#https://epg.pw/stream/2d58d8f0a0cd55789fbbe7d305795dea3656816d9afa0bd3baabc067e54b218c.m3u8#https://epg.pw/stream/2603220ae7a890e8e1027a6362e9aaec880131ce06da58c4e89365ce6d410772.m3u8#https://epg.pw/stream/b63bf1df7bf1e2c47a873d3987c2d59a08d8e4dfed1e197bce7e791eb64eb16e.m3u8#https://epg.pw/stream/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://www.terrykang.xyz:35455/youtube/ylYJSBUgaMA#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://www.terrykang.xyz:35455/youtube/ylYJSBUgaMA#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#https://epg.pw/stream/0a9b2611d6fd15d90be0ec3144d0b783dd45a65ac7a15d2e85dd93860170b1af.m3u8#https://epg.pw/stream/2d58d8f0a0cd55789fbbe7d305795dea3656816d9afa0bd3baabc067e54b218c.m3u8#https://epg.pw/stream/c8bfbc31e5af4b4d07b7222dc9ac9315dd57fbd663daafea3ce611c5bc57cf83.m3u8#https://epg.pw/stream/2603220ae7a890e8e1027a6362e9aaec880131ce06da58c4e89365ce6d410772.m3u8#https://epg.pw/stream/b63bf1df7bf1e2c47a873d3987c2d59a08d8e4dfed1e197bce7e791eb64eb16e.m3u8#https://epg.pw/stream/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
中視新聞,http://litv.zapi.us.kg/?id=-074#https://litv.zapi.us.kg/?id=-074#http://www.terrykang.xyz:35455/youtube/TCnaIE_SAtM#http://www.terrykang.xyz:35455/youtube/TCnaIE_SAtM#http://www.terrykang.xyz:35455/youtube/TCnaIE_SAtM
華視新聞,http://litv.zapi.us.kg/?id=-052#https://litv.zapi.us.kg/?id=-052
民視閩南,http://litv.zapi.us.kg/?id=-002#http://litv.zapi.us.kg/?id=-155#rtmp://f13h.mine.nu/sat/tv051#http://litv.zapi.us.kg/?id=-155
中視閩南,http://litv.zapi.us.kg/?id=-040#rtmp://f13h.mine.nu/sat/tv091
華視閩南,http://litv.zapi.us.kg/?id=-041#rtmp://f13h.mine.nu/sat/tv111
視閩南,http://litv.zapi.us.kg/?id=-066
寰宇閩南,http://litv.zapi.us.kg/?id=litv-longturn15
tvbs閩南,http://litv.zapi.us.kg/?id=-073
民視灣,http://litv.zapi.us.kg/?id=-001#http://litv.zapi.us.kg/?id=-156#http://litv.zapi.us.kg/?id=-156
民視第一,http://litv.zapi.us.kg/?id=-003
民視旅遊,http://litv.zapi.us.kg/?id=litv-ftv07#https://litv.zapi.us.kg/?id=litv-ftv07
民視綜藝,http://litv.zapi.us.kg/?id=-004#https://litv.zapi.us.kg/?id=-004
中視菁采,http://litv.zapi.us.kg/?id=-064#https://litv.zapi.us.kg/?id=-064#http://litv.zapi.us.kg/?id=-064
中視經典,http://litv.zapi.us.kg/?id=-080#https://litv.zapi.us.kg/?id=-080#http://litv.zapi.us.kg/?id=-080
視財經,http://litv.zapi.us.kg/?id=-056
公視戲劇,http://litv.zapi.us.kg/?id=-042#https://litv.zapi.us.kg/?id=-042#http://litv.zapi.us.kg/?id=-042
閩南戲劇,http://litv.zapi.us.kg/?id=litv-longturn22
國際財經,http://litv.zapi.us.kg/?id=-104#https://litv.zapi.us.kg/?id=-104
東森財經,http://litv.zapi.us.kg/?id=-153
tvbs精采,http://litv.zapi.us.kg/?id=-067
tvbs歡樂,http://litv.zapi.us.kg/?id=-068
八大精彩,http://litv.zapi.us.kg/?id=-034
八大綜藝,http://litv.zapi.us.kg/?id=-039
愛爾達娛樂,http://litv.zapi.us.kg/?id=-070#https://litv.zapi.us.kg/?id=-070
靖洋戲劇,http://litv.zapi.us.kg/?id=-045
靖洋卡通,http://litv.zapi.us.kg/?id=-057
靖天卡通,http://litv.zapi.us.kg/?id=-044
靖天綜合,http://litv.zapi.us.kg/?id=-046
靖天日本,http://litv.zapi.us.kg/?id=-047
靖天歡樂,http://litv.zapi.us.kg/?id=-054
靖天映畫,http://litv.zapi.us.kg/?id=-055#https://litv.zapi.us.kg/?id=-055
靖天戲劇,http://litv.zapi.us.kg/?id=-058
靖天電影,http://litv.zapi.us.kg/?id=-061
靖天育樂,http://litv.zapi.us.kg/?id=-062
靖天國際,http://litv.zapi.us.kg/?id=-063
靖天資訊,http://litv.zapi.us.kg/?id=-065
龍華卡通,http://litv.zapi.us.kg/?id=litv-longturn01#https://litv.zapi.us.kg/?id=litv-longturn01
龍華日韓,http://litv.zapi.us.kg/?id=litv-longturn11#https://litv.zapi.us.kg/?id=litv-longturn11
龍華偶像,http://litv.zapi.us.kg/?id=litv-longturn12#https://litv.zapi.us.kg/?id=litv-longturn12
龍華電影,http://litv.zapi.us.kg/?id=litv-longturn03#https://litv.zapi.us.kg/?id=litv-longturn03#http://37.27.111.214:8080/live/19/hls.m3u8
龍華戲劇,http://litv.zapi.us.kg/?id=litv-longturn18#https://litv.zapi.us.kg/?id=litv-longturn18
龍華經典,http://litv.zapi.us.kg/?id=litv-longturn21#https://litv.zapi.us.kg/?id=litv-longturn21
國會壹,http://litv.zapi.us.kg/?id=-084
國會貳,http://litv.zapi.us.kg/?id=-085
好消息壹,http://litv.zapi.us.kg/?id=litv-ftv16
好消息貳,http://litv.zapi.us.kg/?id=litv-ftv17
博斯魅力,http://litv.zapi.us.kg/?id=litv-longturn04#https://litv.zapi.us.kg/?id=litv-longturn04
博斯網球,http://litv.zapi.us.kg/?id=litv-longturn09#https://litv.zapi.us.kg/?id=litv-longturn09
博斯高球壹,http://litv.zapi.us.kg/?id=litv-longturn05
博斯高球貳,http://litv.zapi.us.kg/?id=litv-longturn06
博斯運動壹,http://litv.zapi.us.kg/?id=litv-longturn07
博斯運動貳,http://litv.zapi.us.kg/?id=litv-longturn08
博斯無限壹,http://litv.zapi.us.kg/?id=litv-longturn10
博斯無限貳,http://litv.zapi.us.kg/?id=litv-longturn13
阿里郎,http://litv.zapi.us.kg/?id=-079#https://litv.zapi.us.kg/?id=-079
達文西,http://litv.zapi.us.kg/?id=-018
豬哥亮歌廳,http://litv.zapi.us.kg/?id=-006
美國之音,http://litv.zapi.us.kg/?id=litv-ftv03
半島新聞,http://litv.zapi.us.kg/?id=litv-ftv10#https://litv.zapi.us.kg/?id=litv-ftv10
非凡商業,http://litv.zapi.us.kg/?id=-048#https://litv.zapi.us.kg/?id=-048
第壹商業,http://litv.zapi.us.kg/?id=-109
愛放動漫,http://litv.zapi.us.kg/?id=litv-ftv15#https://litv.zapi.us.kg/?id=litv-ftv15
古典音樂,http://litv.zapi.us.kg/?id=-059
客家電視,http://litv.zapi.us.kg/?id=-043
華仁紀實,http://litv.zapi.us.kg/?id=-013
時尚運動,http://litv.zapi.us.kg/?id=-014
采昌影劇,https://litv.zapi.us.kg/?id=-049
數位電影,http://litv.zapi.us.kg/?id=-011
Amc電影,http://litv.zapi.us.kg/?id=-017
CAT電影,http://litv.zapi.us.kg/?id=-076
TRA體育,http://litv.zapi.us.kg/?id=-077
